id,image_url,emotions
57728943edc2cb38800d2c83,https://uploads3.wikiart.org/images/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949.jpg,trust
57727f7bedc2cb3880ee1357,https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/landscape-1912.jpg,anticipation;surprise
5772798fedc2cb3880dbc750,https://uploads6.wikiart.org/images/martin-schongauer/ecce-homo.jpg,sadness
57728219edc2cb3880f6b0be,https://uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg,happiness
577283d0edc2cb3880fbe34c,https://uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,anticipation;surprise
5772812dedc2cb3880f3ad4d,https://uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,anticipation;surprise
57727cd1edc2cb3880e5de05,https://uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,humility
577280f3edc2cb3880f30270,https://uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,surprise
57726ea4edc2cb3880b7e54e,https://uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg,happiness
577287c8edc2cb388008244b,https://uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,fear
5772857fedc2cb38800120d4,https://uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,trust
57727b73edc2cb3880e18b92,https://uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,happiness
57727d89edc2cb3880e7e8d7,https://uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,happiness
57727759edc2cb3880d461ff,https://uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,trust
57727696edc2cb3880d1f359,https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,trust
577285e4edc2cb388002632f,https://uploads1.wikiart.org/images/allen-jones/table-1969.jpg,shame
57726ecdedc2cb3880b8857f,https://uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg,happiness
5772845fedc2cb3880fdc0e9,https://uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg,happiness;humility
59839e9cedc2c9658c2f54cd,https://uploads3.wikiart.org/00143/images/li-chevalier/arrachement.jpg,fear
57727043edc2cb3880bd8d6a,https://uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg,happiness;humility
577281caedc2cb3880f59ad8,https://uploads5.wikiart.org/images/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866.jpg,happiness;trust
57728736edc2cb388006b3a6,https://uploads5.wikiart.org/images/william-turnbull/head-1953.jpg,sadness;surprise
577278cfedc2cb3880d93a9e,https://uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg,happiness;humility
57727e83edc2cb3880eb0d2b,https://uploads5.wikiart.org/images/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506.jpg,trust
577281a6edc2cb3880f510b1,https://uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,arrogance;happiness
577272d6edc2cb3880c69b39,https://uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,happiness
57728108edc2cb3880f3227e,https://uploads3.wikiart.org/images/dmitry-levitzky/portrait-of-countess-n-f-vorontsova.jpg,happiness;trust
57728225edc2cb3880f6c23d,https://uploads8.wikiart.org/images/julius-bissier/29-6-61-t-1961.jpg,anticipation;surprise
57727b79edc2cb3880e18fc4,https://uploads7.wikiart.org/images/george-stubbs/mares-and-foals-in-a-river-landscape-1768.jpg,happiness
57728736edc2cb388006b406,https://uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg,surprise
57728172edc2cb3880f46baf,https://uploads7.wikiart.org/images/jean-rene-bazaine/chicago-detail-1953.jpg,anticipation;surprise
577270e8edc2cb3880bfa325,https://uploads4.wikiart.org/images/jean-michel-basquiat/bird-on-money.jpg,anticipation
577279ceedc2cb3880dc81af,https://uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg,happiness;humility
57727802edc2cb3880d64fcf,https://uploads0.wikiart.org/images/balthus/children-1937.jpg,sadness
57727029edc2cb3880bd081a,https://uploads1.wikiart.org/images/pietro-perugino/the-vision-of-st-bernard.jpg,trust
5772839fedc2cb3880fb4537,https://uploads6.wikiart.org/images/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885.jpg,happiness
57727f93edc2cb3880ee394c,https://uploads5.wikiart.org/images/stefan-luchian/interior-lorica-1913.jpg,happiness;optimism
57727ec7edc2cb3880ec220c,https://uploads1.wikiart.org/images/yannoulis-chalepas/mercury-venus-and-pegasus-1933.jpg,trust
57727564edc2cb3880ce16c4,https://uploads0.wikiart.org/images/vasily-perov/last-journey-1865.jpg,sadness
57726e43edc2cb3880b694c1,https://uploads2.wikiart.org/images/pieter-bruegel-the-elder/parable-of-the-blind-1568.jpg,fear
577282e6edc2cb3880f940ee,https://uploads1.wikiart.org/images/brassai/couple-kissing-under-the-pont-au-double-paris-1935.jpg,happiness;love
57727f92edc2cb3880ee392c,https://uploads2.wikiart.org/images/stefan-luchian/hair-washing-1912.jpg,humility;love
57728415edc2cb3880fca475,https://uploads4.wikiart.org/images/artemisia-gentileschi/portrait-of-a-condottiero-1622.jpg,trust
577286aaedc2cb388004e49a,https://uploads2.wikiart.org/images/horace-vernet/the-emperor-napoleon-i-1815.jpg,trust
577287ceedc2cb3880082ecd,https://uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg,happiness
57727ca6edc2cb3880e542d2,https://uploads6.wikiart.org/images/esaias-van-de-velde/ice-on-the-moat-entertainment-1618.jpg,happiness
577281f5edc2cb3880f62505,https://uploads6.wikiart.org/images/f-lix-del-marle/study-for-a-portrait-of-jean-dupr-1913.jpg,surprise
577277bbedc2cb3880d58903,https://uploads4.wikiart.org/images/jean-arp/human-concretion.jpg,surprise
577277fcedc2cb3880d646d5,https://uploads3.wikiart.org/images/willard-metcalf/old-woman-with-child-and-goose-1885.jpg,happiness;humility
57728045edc2cb3880f09f7f,https://uploads1.wikiart.org/images/henri-matisse/the-beasts-of-the-sea-1950.jpg,anticipation;happiness;surprise
57727bd5edc2cb3880e2c5b4,https://uploads7.wikiart.org/images/barnett-newman/not-detected-265181(1).jpg,surprise
577281c2edc2cb3880f58f90,https://uploads4.wikiart.org/images/abraham-van-strij/winter-landscape.jpg,happiness;humility
57728415edc2cb3880fca3b5,https://uploads0.wikiart.org/images/artemisia-gentileschi/an-allegory-of-peace-and-the-arts-under-the-english-crown-1638.jpg,trust
57728143edc2cb3880f3d1b1,https://uploads1.wikiart.org/images/john-william-godward/under-the-blossom-that-hangs-on-the-bough-1917.jpg,sadness
57728703edc2cb3880061039,https://uploads1.wikiart.org/images/kazuo-shiraga/sacred-flame-1975.jpg,surprise
57728325edc2cb3880f9fd85,https://uploads8.wikiart.org/images/cristovao-de-figueiredo/tr-nsito-da-virgem-1525.jpg,sadness
5772837dedc2cb3880fabbc2,https://uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg,happiness
57728478edc2cb3880fde8d1,https://uploads2.wikiart.org/images/victor-hugo/abstract-composition.jpg,surprise
5772848dedc2cb3880fe5c7f,https://uploads8.wikiart.org/images/paul-bril/view-of-a-port-1607.jpg,happiness;optimism
57727ee7edc2cb3880ec4f8e,https://uploads4.wikiart.org/images/giacomo-quarenghi/view-of-the-new-jerusalem-monastery-near-moscow-1797.jpg,humility;trust
57728194edc2cb3880f4f5bd,https://uploads0.wikiart.org/images/alberto-burri/combustione-1957.jpg,surprise
57727ce5edc2cb3880e5fb4f,https://uploads4.wikiart.org/images/p-ricl-s-pantazis/mauvaise-recette.jpg,sadness
577287f5edc2cb388008c4d9,https://uploads6.wikiart.org/images/marcelle-loubchansky/sans-titre-1960.jpg,anticipation;fear;surprise
57727ab7edc2cb3880df97fa,https://uploads7.wikiart.org/images/max-beckmann/the-iron-footbridge-1922.jpg,optimism;surprise
58d32aededc2c998786cbeb5,https://uploads3.wikiart.org/00124/images/nina-tokhtaman-valetova/infinity-72x65-5-cmxcm-2007-3.jpg,anticipation;surprise
57728400edc2cb3880fc8331,https://uploads8.wikiart.org/images/zao-wou-ki/vol-d-oiseaux-1954.jpg,surprise
5772797dedc2cb3880db565a,https://uploads8.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,sadness
57728619edc2cb38800309bd,https://uploads0.wikiart.org/images/thomas-girtin/pont-y-pair-1799.jpg,happiness;trust
57728742edc2cb388006c728,https://uploads6.wikiart.org/images/antonio-areal/untitled-1962.jpg,surprise
577275ccedc2cb3880cf618e,https://uploads3.wikiart.org/images/georgia-o-keeffe/blue-02.jpg,surprise
57728649edc2cb388003a837,https://uploads0.wikiart.org/images/anne-louis-girodet/the-sleep-of-endymion-1791(1).jpg,happiness
57727f4bedc2cb3880ed8b25,https://uploads6.wikiart.org/images/agnes-martin/night-sea-1963.jpg,anticipation
57726ff1edc2cb3880bc543b,https://uploads3.wikiart.org/images/jacques-louis-david/napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801.jpg,trust
577282c9edc2cb3880f8c0e4,https://uploads3.wikiart.org/images/nicolae-grigorescu/columbine-in-green-1874.jpg,arrogance
58aae502edc2c923e4650705,https://uploads0.wikiart.org/00120/images/agostino-tassi/naufragio-della-flotta-di-enea-1627.jpg,fear
577289a7edc2cb38800e760c,https://uploads5.wikiart.org/images/charles-willson-peale/benjamin-and-eleanor-ridgley-laming-1788.jpg,happiness;love
577287acedc2cb388007f855,https://uploads4.wikiart.org/images/samuel-buri/untitled-1969.jpg,happiness
577281c7edc2cb3880f597ca,https://uploads8.wikiart.org/images/vasily-sadovnikov/view-of-palace-square-and-winter-palace-in-st-petersburg.jpg,happiness;optimism;trust
577283a1edc2cb3880fb4727,https://uploads4.wikiart.org/images/henry-herbert-la-thangue/the-boat-builder-s-yard-cancale-brittany-1881.jpg,happiness;humility
577284a1edc2cb3880fe7865,https://uploads1.wikiart.org/images/ray-parker/spring-1984.jpg,surprise
5772779bedc2cb3880d4fdef,https://uploads0.wikiart.org/images/andrea-del-verrocchio/madonna-and-child.jpg,love;trust
577286e4edc2cb3880058c40,https://uploads7.wikiart.org/images/wyndham-lewis/the-crowd-1915.jpg,surprise
5772831aedc2cb3880f9eb2d,https://uploads4.wikiart.org/images/arman/madison-avenue-1962.jpg,anticipation
57727550edc2cb3880ce0570,https://uploads6.wikiart.org/images/andy-warhol/campbell-s-soup-can-beef.jpg,humility
577284d3edc2cb3880ff1834,https://uploads7.wikiart.org/images/lennart-rodhe/i-vattnet-1962.jpg,surprise
57728562edc2cb388000f4ca,https://uploads5.wikiart.org/images/antonio-canova/paolina-borghese-as-venus-victrix-1808.jpg,happiness;love;trust
57727e24edc2cb3880e9d0f3,https://uploads7.wikiart.org/images/fyodor-alekseyev/north-side-of-red-square-1802.jpg,happiness
57727e13edc2cb3880e9b45b,https://uploads4.wikiart.org/images/eyvind-earle/my-soul-2000.jpg,happiness
577280f7edc2cb3880f306e9,https://uploads0.wikiart.org/images/laszlo-mednyanszky/head-of-a-tramp-1896.jpg,fear
577284b1edc2cb3880fe913d,https://uploads2.wikiart.org/images/gianfranco-baruchello/micron-salon-doloricida-1962.jpg,surprise
57726f0cedc2cb3880b945a5,https://uploads0.wikiart.org/images/jean-honore-fragonard/the-blind-man-s-bluff-game.jpg,happiness;love
57727f0cedc2cb3880ecdb83,https://uploads0.wikiart.org/images/ad-reinhardt/abstract-painting-red-1952.jpg,anticipation;surprise
57727c77edc2cb3880e4a604,https://uploads4.wikiart.org/images/carl-ludwig-johann-christineck/portrait-of-count-orlov-chesmensky-1779.jpg,optimism;trust
57727d9eedc2cb3880e85dd9,https://uploads1.wikiart.org/images/roger-de-la-fresnaye/man-with-a-red-kerchief-1922.jpg,anticipation;surprise
577288a6edc2cb38800b2f89,https://uploads8.wikiart.org/images/tom-roberts/a-summer-morning-tiff-1886.jpg,happiness
57728a12edc2cb38800fcb30,https://uploads3.wikiart.org/images/guercino/the-dead-christ-mourned-by-two-angels-1618.jpg,sadness
57727e83edc2cb3880eb0dab,https://uploads6.wikiart.org/images/andrea-mantegna/minerva-chasing-the-vices-from-the-garden-of-virtue-1502.jpg,fear
577287baedc2cb3880080d18,https://uploads0.wikiart.org/images/peter-alexander/ceanothus-2001.jpg,happiness
599c0674edc2c978fc5e2910,https://uploads6.wikiart.org/00146/images/jozef-pankiewicz/pankiewicz-woz-z-sianem-1890.jpg,happiness
57726e5aedc2cb3880b6b708,https://uploads2.wikiart.org/images/eugene-delacroix/the-death-of-sardanapalus-1827(1).jpg,fear
5772845cedc2cb3880fdbb71,https://uploads4.wikiart.org/images/jean-miotte/untitled-1959.jpg,surprise
577284a2edc2cb3880fe78b5,https://uploads3.wikiart.org/images/ray-parker/untitled-1961.jpg,anticipation;surprise
57728335edc2cb3880fa1785,https://uploads7.wikiart.org/images/gosta-adrian-nilsson/komposition-1950.jpg,surprise
57728280edc2cb3880f7fa72,https://uploads4.wikiart.org/images/sa-nogueira/untitled-1970.jpg,happiness
577287caedc2cb388008277f,https://uploads5.wikiart.org/images/paul-wonner/model-on-the-floor-1964.jpg,happiness
5772839bedc2cb3880fb3df1,https://uploads4.wikiart.org/images/kazuo-nakamura/infinite-waves-1957.jpg,anticipation
57727208edc2cb3880c39659,https://uploads3.wikiart.org/images/rene-magritte/collective-invention-1934(1).jpg,surprise
58d2ef9bedc2c99878a544f4,https://uploads4.wikiart.org/00124/images/william-dobson/portrait-thought-to-be-judith-dobson-1634-1640-1.jpg,trust
577279f5edc2cb3880dd1593,https://uploads6.wikiart.org/images/vladimir-tatlin/the-sailor-self-portrait-1912.jpg,surprise
57727c22edc2cb3880e384dc,https://uploads4.wikiart.org/images/joshua-reynolds/lady-jane-halliday.jpg,happiness;trust
589c5342edc2cd40d4ab550b,https://uploads7.wikiart.org/00118/images/antoine-jean-gros/sappho-at-leucate-1801.jpg,sadness
577286dcedc2cb3880058027,https://uploads0.wikiart.org/images/carl-buchheister/untitled-1955.jpg,anticipation;surprise
57726ff3edc2cb3880bc56b7,https://uploads3.wikiart.org/images/jacques-louis-david/the-death-of-bara-1794.jpg,happiness
5772849eedc2cb3880fe732d,https://uploads4.wikiart.org/images/paul-brach/the-negative-way-2-1964.jpg,surprise
57727d5eedc2cb3880e755c8,https://uploads5.wikiart.org/images/allan-ramsay/portrait-of-david-hume.jpg,trust
57728380edc2cb3880fabf99,https://uploads6.wikiart.org/images/ernest-meissonier/chess-players-1853.jpg,happiness
57727fbbedc2cb3880eed035,https://uploads2.wikiart.org/images/andre-masson/pasiphae-2.jpg,fear
57727facedc2cb3880eeba55,https://uploads7.wikiart.org/images/lee-krasner/seated-nude-1940.jpg,fear
577275ceedc2cb3880cf655e,https://uploads3.wikiart.org/images/georgia-o-keeffe/it-was-yellow-and-pink-ii.jpg,happiness
577278aeedc2cb3880d8b054,https://uploads6.wikiart.org/images/pierre-paul-prud-hon/arnauld-de-beaufort-1818.jpg,trust
577280dcedc2cb3880f288fe,https://uploads5.wikiart.org/images/claes-oldenburg/soft-drainpipe-blue-cool-version-1967.jpg,anticipation
5772794bedc2cb3880daae26,https://uploads7.wikiart.org/images/ernst-ludwig-kirchner/berlin-street-scene-1914.jpg,arrogance
577279cfedc2cb3880dc832f,https://uploads2.wikiart.org/images/franz-marc/girl-with-cat-ii-1912.jpg,happiness;love
57728662edc2cb3880042161,https://uploads4.wikiart.org/images/charlotte-posenenske/untitled-1962.jpg,anticipation;surprise
5772831dedc2cb3880f9f0f5,https://uploads8.wikiart.org/images/arthur-pinajian/untitled-1960.jpg,anticipation;surprise
57727f90edc2cb3880ee34c6,https://uploads1.wikiart.org/images/nicolae-grigorescu/peasant-woman-from-muscel-1874.jpg,happiness;trust
577285caedc2cb3880023ed1,https://uploads8.wikiart.org/images/pierre-daura/f1-1930.jpg,surprise
57727c5bedc2cb3880e42ab4,https://uploads3.wikiart.org/images/andrea-del-castagno/crucifixion-and-saints.jpg,sadness;trust
57726ed9edc2cb3880b89998,https://uploads3.wikiart.org/images/john-constable/flatford-mill-1817.jpg,happiness;humility
57726e4dedc2cb3880b6a413,https://uploads3.wikiart.org/images/roy-lichtenstein/takka-takka-1962.jpg,anticipation;surprise
57727efbedc2cb3880ecc31e,https://uploads3.wikiart.org/images/carlos-saenz-de-tejada/at-the-bar.jpg,happiness
57727d88edc2cb3880e7e857,https://uploads1.wikiart.org/images/andrea-solario/portrait-of-charles-d-amboise-1507.jpg,trust
577285caedc2cb3880023fd3,https://uploads2.wikiart.org/images/boris-margo/enchanted-beach-1938.jpg,surprise
57727ffbedc2cb3880efd679,https://uploads2.wikiart.org/images/william-baziotes/still-life-1945.jpg,surprise
5772820aedc2cb3880f647fc,https://uploads2.wikiart.org/images/albert-bitran/moins-visible-1972.jpg,surprise
57727781edc2cb3880d4e0d7,https://uploads5.wikiart.org/images/edouard-vuillard/the-striped-blouse.jpg,happiness
577284a3edc2cb3880fe7a87,https://uploads1.wikiart.org/images/sven-lukin/tucson-1966.jpg,anticipation;surprise
57728335edc2cb3880fa1735,https://uploads5.wikiart.org/images/gosta-adrian-nilsson/house-at-the-beach-1919.jpg,surprise
57727882edc2cb3880d81610,https://uploads0.wikiart.org/images/john-henry-twachtman/landscape.jpg,happiness
5772866cedc2cb3880042f75,https://uploads0.wikiart.org/images/matsutani/a-position-a-1972(1).jpg,anticipation;surprise
57728250edc2cb3880f75c5d,https://uploads5.wikiart.org/images/peter-phillips/spectrocoupling-1972.jpg,surprise
577284aeedc2cb3880fe8ca7,https://uploads1.wikiart.org/images/piero-di-cosimo/the-fight-between-the-lapiths-and-the-centaurs-1500.jpg,fear;sadness
577283ddedc2cb3880fbf796,https://uploads0.wikiart.org/images/otto-freundlich/rosace-ii-1941.jpg,happiness;surprise
57727f6fedc2cb3880ee02ec,https://uploads1.wikiart.org/images/jos-sobral-de-almada-negreiros/relation-9-10-1957.jpg,surprise
5899f083edc2c97aac9f967d,https://uploads6.wikiart.org/00118/images/anton-raphael-mengs/mar-a-luisa-of-parma-princess-of-asturias-1765.jpg,trust
57727ffdedc2cb3880efd8d9,https://uploads8.wikiart.org/images/tivadar-kosztka-csontvary/electric-station-at-jajce-at-night-1903.jpg,happiness;humility
577286b3edc2cb388004f14a,https://uploads5.wikiart.org/images/edvard-weie/sunrise-christians-1915.jpg,happiness
57728497edc2cb3880fe6b71,https://uploads0.wikiart.org/images/edward-avedisian/untitled-red-blue-1979.jpg,surprise
5954fa6eedc2c93644c45189,https://uploads4.wikiart.org/00139/images/joseph-anton-koch/joseph-anton-koch-l-inferno-di-dante-1825-penna-oinchiostro-marrone-e-nero-acquerello-e-gouache-01.jpg,fear
577281c3edc2cb3880f59030,https://uploads6.wikiart.org/images/abraham-van-strij/the-fishsaleswoman.jpg,humility;trust
57728661edc2cb38800420b1,https://uploads5.wikiart.org/images/charlotte-posenenske/striped-picture-1962(1).jpg,surprise
57727cddedc2cb3880e5ee3a,https://uploads7.wikiart.org/images/felix-vallotton/persee-killing-the-dragon-1910.jpg,fear
577285f8edc2cb388002d5d8,https://uploads1.wikiart.org/images/oyvind-fahlstrom/eddie-sylvie-s-brother-in-the-desert-1966.jpg,surprise
577286caedc2cb38800568c5,https://uploads6.wikiart.org/images/johann-georg-pinzel/crucifixion-1758.jpg,sadness
5772804dedc2cb3880f0acff,https://uploads5.wikiart.org/images/henri-laurens/head-of-a-young-girl-t-te-de-jeune-fillette-1920.jpg,anticipation
5772867cedc2cb38800448ac,https://uploads8.wikiart.org/images/adolph-menzel/afternoon-in-the-tuileries-gardens-1867(1).jpg,happiness
57728107edc2cb3880f3212e,https://uploads5.wikiart.org/images/dmitry-levitzky/portrait-of-alexander-kokorinov-director-and-first-rector-of-the-academy-of-arts-in-st-1769.jpg,trust
577283b0edc2cb3880fb5f0c,https://uploads1.wikiart.org/images/istvan-nagy/little-girl-with-yellow-babushka-1917.jpg,humility;sadness
57728393edc2cb3880fb3158,https://uploads5.wikiart.org/images/albert-marquet/the-port-of-saint-tropez-1905.jpg,happiness
57727febedc2cb3880ef675e,https://uploads8.wikiart.org/images/dan-christensen/untitled-1968.jpg,happiness;surprise
577288e7edc2cb38800beddc,https://uploads4.wikiart.org/images/jules-dupre/village-landscape-1844.jpg,humility
57726f08edc2cb3880b94016,https://uploads8.wikiart.org/images/piero-della-francesca/nativity-1475(2).jpg,gratitude;happiness;love;trust
57726e26edc2cb3880b60d35,https://uploads4.wikiart.org/images/pietro-longhi/standing-woman-holding-a-muff-facing-right-1760.jpg,trust
57727ddfedc2cb3880e9142d,https://uploads8.wikiart.org/images/maxim-vorobiev/bosphorus-1829.jpg,happiness;humility
577284ddedc2cb3880ff2754,https://uploads0.wikiart.org/images/mihaly-munkacsy/yawning-apprentice-1869.jpg,fear;sadness
57727f36edc2cb3880ed68bf,https://uploads5.wikiart.org/images/helen-frankenthaler/round-trip-1957.jpg,surprise
57727592edc2cb3880ceb105,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/gabrielle-the-dancer-1890.jpg,happiness
57728391edc2cb3880fb2f38,https://uploads3.wikiart.org/images/albert-marquet/bay-of-naples-1908.jpg,happiness
57727435edc2cb3880cb0859,https://uploads1.wikiart.org/images/titian/portrait-of-ariosto-1510.jpg,optimism;trust
57726f2fedc2cb3880b9d92c,https://uploads3.wikiart.org/images/michelangelo/the-dying-slave-1515.jpg,happiness
57728395edc2cb3880fb354c,https://uploads5.wikiart.org/images/george-catlin/kee-o-kuk-the-running-fox-1839.jpg,trust
59ae59a9edc2c9cdd87cc189,https://uploads3.wikiart.org/00148/images/quentin-matsys/quentin-massys-001.jpg,anticipation;trust
577286dcedc2cb3880058037,https://uploads6.wikiart.org/images/carl-buchheister/unvollendet-iv-1958.jpg,surprise
57727a11edc2cb3880dd3d83,https://uploads0.wikiart.org/images/vladimir-makovsky/literary-reading-1866.jpg,trust
5772841bedc2cb3880fcada3,https://uploads4.wikiart.org/images/carel-willink/girl-with-a-small-sheep-girl-in-renaissance-costume-1946.jpg,happiness;trust
577286aaedc2cb388004e45a,https://uploads2.wikiart.org/images/horace-vernet/the-battle-of-hanau-1824(1).jpg,fear
57728375edc2cb3880faafd0,https://uploads5.wikiart.org/images/lovis-corinth/cowshed-1912.jpg,fear
57728366edc2cb3880faa056,https://uploads2.wikiart.org/images/stuart-davis/the-mellow-pad-1951.jpg,anticipation;surprise
57728723edc2cb3880064346,https://uploads3.wikiart.org/images/bernard-cohen/in-that-moment-1965.jpg,anticipation;surprise
57726f76edc2cb3880baa2cf,https://uploads0.wikiart.org/images/hieronymus-bosch/st-jerome-praying-1500.jpg,sadness
57727e25edc2cb3880e9d1a7,https://uploads6.wikiart.org/images/fyodor-alekseyev/the-foundling-hospital-in-moscow-1800.jpg,happiness
57727018edc2cb3880bcf00a,https://uploads5.wikiart.org/images/jan-van-eyck/the-lucca-madonna-1436.jpg,happiness;love
577287deedc2cb3880089e06,https://uploads2.wikiart.org/images/leiko-ikemura/eine-art-nebeneinander-1996.jpg,love
5772829fedc2cb3880f82bc6,https://uploads4.wikiart.org/images/abraham-manievich/birch-trees-1911.jpg,sadness
57728396edc2cb3880fb360c,https://uploads0.wikiart.org/images/george-catlin/the-white-cloud-head-chief-of-the-iowa-1845.jpg,trust
57726e50edc2cb3880b6a820,https://uploads2.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-young-woman-in-a-pinned-hat-1435.jpg,trust
57727c4bedc2cb3880e41315,https://uploads8.wikiart.org/images/constantin-brancusi/the-endless-column.jpg,surprise
577270efedc2cb3880bfaf63,https://uploads5.wikiart.org/images/fra-angelico/last-judgment.jpg,trust
57727031edc2cb3880bd1598,https://uploads1.wikiart.org/images/masaccio/the-tribute-money-1425.jpg,trust
5772863eedc2cb38800396c2,https://uploads6.wikiart.org/images/gabriele-munter/blume-mit-vogel-und-echsenkopf-1911(1).jpg,surprise
